명칭,종별,전체,전화번호,도로명주소,x,y
안상호재활의학과의원,의원,3,053-222-3535,"대구광역시 수성구 달구벌대로 2421, 4층 (범어동)",128.627652716,35.859406562
김덕영성형외과의원,의원,0,053-759-0888,"대구광역시 수성구 달구벌대로 2327, 2층 (수성동4가)",128.617083485,35.860008857
이홍주 여성의원,의원,3,053-721-7540,"대구광역시 수성구 달구벌대로 2435, 301동 309-4호 (범어동, 두산위브더제니스)",128.629098672,35.859342506
행복한 재활의학과의원,의원,0,053-286-7575,"대구광역시 수성구 달구벌대로 2296, 2층 (수성동1가, 영광메디칼빌딩)",128.613598500,35.859468336
알파연합내과의원,의원,0,053-791-8700,"대구광역시 수성구 달구벌대로 3099, 경찰공제회빌딩 2, 3층 (시지동)",128.696213017,35.843199662
씨엘피부과의원,의원,0,053-795-5577,"대구광역시 수성구 달구벌대로 2372, 3층 (범어동)",128.622015408,35.859063411
예일이비인후과의원,의원,0,053-290-3900,"대구광역시 수성구 범안로 70, 5층 (범물동)",128.645448479,35.817839504
김정은내과의원,의원,0,053-216-9988,"대구광역시 수성구 달구벌대로 2348, 3층 302호 (수성동3가, 수협 G 타워)",128.619357025,35.859171929
삼성연합정형외과의원,의원,0,053-341-8005,"대구광역시 수성구 수성로69길 41, 상가4동 201,202호 (수성동1가, 수성롯데캐슬더퍼스트3단지)",128.610911346,35.855358494
녹지미의원,의원,0,053-754-7975,"대구광역시 수성구 달구벌대로 2398, 5층 (범어동)",128.624732415,35.858764290
유앤장내과의원,의원,0,053-756-7950,"대구광역시 수성구 국채보상로 800, 3,4층 (범어동)",128.618086854,35.867593406
이장준신경과의원,의원,0,053-781-6114,"대구광역시 수성구 지범로 182, 6층 (지산동, 농협 범물지점)",128.639084565,35.821058095
정재훈정신건강의학과의원,의원,0,053-754-0080,"대구광역시 수성구 달구벌대로 2421, 7층 (범어동)",128.627652716,35.859406562
김영조 심혈을기울이는내과의원,의원,0,053-763-7333,"대구광역시 수성구 동대구로 203, 2층 (황금동)",128.624402892,35.848618570
참인내과의원,의원,0,053-794-3838,"대구광역시 수성구 시지로3길 66-10, 2층 (시지동)",128.695819416,35.841559865
유아미의원,의원,0,053-743-3300,"대구광역시 수성구 화랑로 56, 2층 (만촌동)",128.633724415,35.870673197
잘보는안과의원,의원,0,053-766-4455,대구광역시 수성구 수성로 197 (중동),128.612111195,35.843118744
황금내과의원,의원,0,053-762-7788,"대구광역시 수성구 청수로 188-1, 4층 (지산동)",128.628720625,35.838743988
아이백안과의원,의원,2,053-763-1100,"대구광역시 수성구 동대구로 203, 4,5층 (황금동)",128.624402892,35.848618570
애플마취통증의학과의원,의원,0,053-741-3002,"대구광역시 수성구 동대구로 311, 3층 (범어동, 범어애플타워)",128.625258090,35.858112954
르네여성의원,의원,0,053-753-5040,"대구광역시 수성구 동대구로 311, 범어 애플타워 3층 301호 (범어동)",128.625258090,35.858112954
에스신경외과의원,의원,1,053-764-1192,"대구광역시 수성구 동대구로 102, 1층 (지산동)",128.624710446,35.839274701
마인드애플정신건강의학과의원,의원,0,053-751-1919,"대구광역시 수성구 동대구로 311, 범어 애플타워 9층 902호 (범어동)",128.625258090,35.858112954
위드의원,의원,0,053-742-0803,"대구광역시 수성구 명덕로 414, 5층 (수성동2가)",128.615415833,35.854110789
애플이비인후과의원,의원,0,053-761-2600,"대구광역시 수성구 청수로 235, 캐슬골드파크종합상가동동 204-3호 (황금동, 캐슬골드파크 2단지)",128.633426579,35.841444827
범물경대연합내과의원,의원,0,053-783-7788,"대구광역시 수성구 지범로 161, 2~3층 (지산동)",128.637768930,35.822701882
아산에이정형외과의원,의원,13,053-781-1119,"대구광역시 수성구 지범로 161, 1층, 5~6층 (지산동)",128.637768930,35.822701882
더설레임피부과의원,의원,0,053-816-7555,"대구광역시 수성구 달구벌대로 3294, 시지퍼스트 4층 305호 (신매동)",128.715855156,35.836371159
유한마취통증의학과의원,의원,0,053-753-6001,"대구광역시 수성구 달구벌대로 2372, 4층 (범어동)",128.622015408,35.859063411
푸른청신경과의원,의원,0,053-795-1212,"대구광역시 수성구 달구벌대로 3205, 2층 5층 (신매동)",128.707452091,35.840459767
범어힐정신건강의학과의원,의원,0,053-752-5575,"대구광역시 수성구 동대구로 278, 7층 701호 (범어동)",128.625968453,35.855115679
수성이비인후과의원,의원,0,053-782-5533,"대구광역시 수성구 용학로30길 115, 2층 202호 (지산동)",128.631251617,35.821050336
이리라산부인과의원,의원,0,053-766-7770,"대구광역시 수성구 청수로 133, 황금동 JM타워 6층 (황금동)",128.622917335,35.840371831
성주경신경외과의원,의원,0,053-795-0100,"대구광역시 수성구 달구벌대로 3083, 1층, 3층 (시지동)",128.694399988,35.843404724
경대연합의원,의원,0,053-795-6789,"대구광역시 수성구 알파시티2로 23, 강남메디컬 4층 (시지동)",128.691655113,35.839947719
하나연합의원,의원,0,053-742-1075,"대구광역시 수성구 달구벌대로 2583, 2층 207, 208호 (만촌동, 월드메르디앙)",128.645395050,35.859259249
향심재의원,의원,0,010-8684-6384,"대구광역시 수성구 공경로2길 7, 2층 (만촌동)",128.645766363,35.869131010
다올연합마취통증의학과의원,의원,0,053-782-2558,"대구광역시 수성구 범안로 60, 1, 2, 5층 (범물동)",128.644386922,35.817654864
범어샘편한내과의원,의원,0,053-768-0330,"대구광역시 수성구 동대구로 312, 10층 (범어동)",128.626924882,35.858206536
황금피부과의원,의원,0,1600-9676,"대구광역시 수성구 동대구로 111, 황금빌딩 3층 (황금동)",128.623537436,35.840327854
권정희제이여성의원,의원,0,053-287-2227,"대구광역시 수성구 달구벌대로 2288, 4층 (수성동1가)",128.612818142,35.859533425
대호정형외과의원,의원,18,053-214-8275,"대구광역시 수성구 동대구로 278, BL-Medi Tower 2~4, 11층 (범어동)",128.625968453,35.855115679
구수정산부인과의원,의원,0,053-751-6363,"대구광역시 수성구 달구벌대로 2492, 3층 (범어동)",128.635195294,35.858491241
프라이브 성형외과 피부과의원,의원,0,053-721-7531,"대구광역시 수성구 범어천로 3, 1, 2층 (황금동)",128.624036901,35.847261534
아영 산부인과 의원,의원,0,053-242-1100,"대구광역시 수성구 동대구로 215, 1~3층 (황금동)",128.624377041,35.849578780
경대숨앤속내과의원,의원,0,053-751-0275,"대구광역시 수성구 달구벌대로 2331, 3층 (수성동4가)",128.617326874,35.860038558
황금속내과의원,의원,0,053-761-0365,"대구광역시 수성구 동대구로 111, 황금빌딩 2층 (황금동)",128.623537436,35.840327854
중앙기업의원,의원,0,053-741-7300,"대구광역시 수성구 달구벌대로527길 2, 2~3층 (만촌동)",128.651171083,35.856906256
대구청맥의원,의원,6,053-742-7500,"대구광역시 수성구 달구벌대로 2331, 5층 (수성동4가)",128.617326874,35.860038558
시지 다나아 마취통증의학과 의원,의원,0,053-795-1199,"대구광역시 수성구 달구벌대로 3188, 아레나스포츠센터 3층 (신매동)",128.705215366,35.840317217
김윤정 소아청소년과 의원,의원,0,053-755-9191,"대구광역시 수성구 수성로69길 65, 202호 (수성동1가, 수성롯데캐슬더퍼스트2단지)",128.609517791,35.856045677
범어아이자람 소아청소년과의원,의원,0,053-753-6300,"대구광역시 수성구 동대구로 336, 상가동 201호 (범어동, 마크팰리스 범어)",128.627350296,35.860341295
이진영 정신건강의학과의원,의원,0,053-755-0175,"대구광역시 수성구 달구벌대로 2331, 3층 (수성동4가)",128.617326874,35.860038558
경대연합김봉수속내과의원,의원,0,053-782-2323,"대구광역시 수성구 지범로 183, 시티월드 2층 203호 (지산동)",128.639661810,35.821542604
류성열내과의원,의원,0,053-755-3896,"대구광역시 수성구 달구벌대로 2280, 아성N타워 4층 (수성동1가)",128.611646638,35.859728276
셀의원,의원,0,053-751-8275,"대구광역시 수성구 달구벌대로 2331, 4층 (수성동4가)",128.617326874,35.860038558
샤인빔의원,의원,0,1833-4163,"대구광역시 수성구 동대구로 311, 범어 애플타워 4층 (범어동)",128.625258090,35.858112954
플로르 성형외과 의원,의원,0,053-741-9977,"대구광역시 수성구 달구벌대로 2280, 아성N타워 2층 (수성동1가)",128.611646638,35.859728276
신통의원,의원,0,053-792-0700,"대구광역시 수성구 달구벌대로 3218, 4층 (신매동)",128.708264223,35.839336126
바른속내과의원,의원,0,053-249-1114,"대구광역시 수성구 청수로 235, 3층 312-1호 (황금동, 캐슬골드파크 2단지)",128.633426579,35.841444827
더품의원,의원,0,070-7610-0555,"대구광역시 수성구 동대구로 311-2, 7층 (범어동)",128.625195968,35.858303317
명장내과의원,의원,0,053-793-7585,"대구광역시 수성구 알파시티2로 29, 범영빌딩 2층 (시지동)",128.692293096,35.840115890
브이외과의원,의원,0,053-951-7575,"대구광역시 수성구 달구벌대로 2362, 7층 (수성동3가)",128.620878365,35.859087836
박진철125성형외과의원,의원,0,053-742-0125,"대구광역시 수성구 수성로 354, 2층 (수성동2가)",128.614166183,35.857127196
범어에스이비인후과의원,의원,0,053-743-7575,"대구광역시 수성구 달구벌대로 2372, 2층 (범어동)",128.622015408,35.859063411
대구삼성신경과의원,의원,0,053-753-5566,"대구광역시 수성구 달구벌대로 2401, 3층 (범어동)",128.625285469,35.859746164
수성신경과의원,의원,0,053-765-7585,"대구광역시 수성구 명덕로 422, 2층 (수성동2가)",128.616085798,35.853956317
압구정모비앙의원,의원,0,1661-2221,"대구광역시 수성구 동대구로 312, 2층 (범어동)",128.626924882,35.858206536
에이치비뇨의학과의원,의원,0,053-741-5963,"대구광역시 수성구 청수로 176, 3층 (지산동)",128.627365123,35.838787592
이두형정신건강의학과의원,의원,0,053-743-1199,"대구광역시 수성구 동대구로 312, 12층 (범어동)",128.626924882,35.858206536
봄날정형외과의원,의원,0,053-716-8275,"대구광역시 수성구 수성로 218, 2층 (중동)",128.613035885,35.844966394
더원이비인후과의원,의원,23,053-716-1811,"대구광역시 수성구 수성로 218, 4~6층 (중동)",128.613035885,35.844966394
해우비뇨의학과의원,의원,0,053-742-5088,"대구광역시 수성구 동대구로 278, BL-Medi Tower 8층 (범어동)",128.625968453,35.855115679
만촌에스의원,의원,0,053-754-9900,"대구광역시 수성구 교학로 48, 2층 (만촌동)",128.651831458,35.850953189
시지율정신건강의학과의원,의원,0,053-792-7570,"대구광역시 수성구 달구벌대로 3188, 아레나스포츠센터 3층 303호 (신매동)",128.705215366,35.840317217
범어연합내과의원,의원,0,053-741-3535,"대구광역시 수성구 동대구로 278, BL-Medi Tower 6층 (범어동)",128.625968453,35.855115679
수성마디튼튼의원,의원,0,053-768-7585,"대구광역시 수성구 파동로 250, 4층 (파동)",128.610311299,35.824840197
황금봄정신건강의학과의원,의원,0,053-762-2510,"대구광역시 수성구 동대구로 111, 황금빌딩 2층 (황금동)",128.623537436,35.840327854
범어탄탄정형외과의원,의원,0,053-269-0119,"대구광역시 수성구 달구벌대로 2393, 요아킴빌딩 2층 (범어동)",128.624276476,35.859560367
수성단디신경외과의원,의원,3,053-745-0123,"대구광역시 수성구 달구벌대로 2333, 3~4층 (수성동4가)",128.617862702,35.859938778
킹콩연합정형외과의원,의원,0,053-243-1234,"대구광역시 수성구 달구벌대로 3134, 1~2층 (시지동)",128.699786436,35.841720085
닥터디자이너의원,의원,0,053-753-0659,"대구광역시 수성구 동대구로 278, BL-Medi Tower 5층 (범어동)",128.625968453,35.855115679
아무러스성형외과의원,의원,2,053-741-1339,"대구광역시 수성구 동대구로 300, 401동 2층 201,220호 (범어동, 범어 롯데캐슬)",128.626237931,35.856885927
경대아이키움소아청소년과의원,의원,0,053-756-5400,"대구광역시 수성구 달구벌대로 2280, 아성N타워 2층 202호 (수성동1가)",128.611646638,35.859728276
9988정형외과의원,의원,0,053-784-9988,"대구광역시 수성구 수성로 353, 1층일부, 2~4층 (수성동1가)",128.613483630,35.857082429
대구구치소부속의원,부속의원,0,053-740-5272,대구광역시 수성구 달구벌대로541길 36 (만촌동),0,0
대구법원종합청사 부속의원,부속의원,0,053-757-6295,"대구광역시 수성구 동대구로 364, 1층 (범어동, 대구고등법원)",128.629017139,35.862283457
수성중동병원,정신병원,304,053-766-8700,"대구광역시 수성구 수성로 268, 1층 102호, 2층~8층 (중동)",128.613397134,35.849380139
의료법인한성재단동아메디병원,정신병원,160,053-780-3000,"대구광역시 수성구 지산로 77 (지산동, (지상1~6층))",128.633611819,35.827788668
대구광역시시지노인전문병원,요양병원,252,053-819-2004,"대구광역시 수성구 유니버시아드로 365, 대구광역시시지노인전문병원 (욱수동)",128.710314827,35.828834815
의료법인정목의료재단한패밀리요양병원,요양병원,242,053-763-2000,"대구광역시 수성구 동대구로 12, 한패밀리병원 (지산동)",128.623977687,35.831301638
송효의료재단효산요양병원,요양병원,154,053-766-2114,대구광역시 수성구 동대구로 245 (범어동),128.624642089,35.852186353
참좋은요양병원,요양병원,154,053-710-9988,대구광역시 수성구 신천동로 482 (수성동4가),128.614620869,35.866126417
수성요양병원,요양병원,194,053-784-2000,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",128.624890285,35.843136114
스위스요양병원,요양병원,362,053-767-2200,"대구광역시 수성구 화랑로 26, 2,3,4층 (만촌동, 만촌우방하이츠)",128.632016638,35.868767816
수성명가요양병원,요양병원,151,053-716-7300,"대구광역시 수성구 희망로 219 (황금동, 수성명가요양병원)",128.622733750,35.846825470
김신요양병원,요양병원,299,053-766-5555,"대구광역시 수성구 수성로 228, 지하1~10층 (중동)",128.613142470,35.845861921
황금요양병원,요양병원,192,053-765-1111,"대구광역시 수성구 수성로 216, 지하1,3~10층 (중동)",128.612972718,35.844731156
수성제니스요양병원,요양병원,184,053-243-8899,"대구광역시 수성구 동대구로 64, 6~12,13 일부층 (지산동)",128.624357097,35.835958980
인제재활병원,병원,30,053-752-8683,대구광역시 수성구 신천동로84길 21 (수성동4가),128.610966254,35.862106387
의료법인경동의료재단효성병원,병원,98,053-766-7070,"대구광역시 수성구 수성로 194, 효성병원(본관) (중동)",128.612754125,35.842694303
파티마여성병원,병원,38,053-794-9400,대구광역시 수성구 달구벌대로 3119 (시지동),128.698330271,35.842858073
의료법인해정의료재단더좋은병원,병원,150,053-740-1000,"대구광역시 수성구 명덕로 443, 본관, 별관 (수성동3가)",128.619035576,35.854736186
의료법인춘곡의료재단수성메트로병원,병원,136,053-743-7777,대구광역시 수성구 무열로 5 (만촌동),128.645696667,35.859651425
W여성병원,병원,30,053-757-2000,대구광역시 수성구 화랑로 58 (만촌동),128.633971932,35.870810461
여성메디파크병원,병원,36,053-740-7703,대구광역시 수성구 동대구로 271 (범어동),128.624671893,35.854522695
동인외과병원,병원,30,053-745-2001,대구광역시 수성구 화랑로 48 (만촌동),128.633452038,35.870095244
수성한미병원,병원,62,053-756-2119,"대구광역시 수성구 달구벌대로 2348, 지하1,지상4~6층 (수성동3가, 수협G 타워)",128.619357025,35.859171929
시지열린아동병원,병원,33,053-791-3700,"대구광역시 수성구 달구벌대로 3188, 4,5층 (신매동, 아레나스포츠센터)",128.705215366,35.840317217
굳센병원,병원,64,053-710-0500,대구광역시 수성구 국채보상로 830 (범어동),128.621639712,35.867106668
수성아동병원,병원,45,053-721-7114,대구광역시 수성구 명덕로 424 (수성동2가),128.616380561,35.854016608
올곧은병원,병원,43,053-756-0911,대구광역시 수성구 화랑로 66 (만촌동),128.634371542,35.871375152
(재)미리내천주성삼성직수도회 천주성삼병원,종합병원,264,053-790-1000,대구광역시 수성구 달구벌대로 3190,128.705720934,35.840224029
진성한의원,한의원,0,053-357-5391,"대구광역시 북구 옥산로 103, 205동 205호 (칠성동2가, 대우푸르지오1차 상가)",128.586661727,35.884562430
칠곡박한의원,한의원,0,053-321-4896,대구광역시 북구 동암로 5-3 (읍내동),128.551925319,35.947283776
류경하한의원,한의원,0,053-956-5510,대구광역시 북구 산격로9길 2 (산격동),128.604849518,35.895140454
조무상A3한의원,한의원,0,053-953-3666,대구광역시 북구 대현로 103 (대현동),128.610432359,35.882475996
명신한의원,한의원,0,053-382-3367,대구광역시 북구 동북로 163 (산격동),128.611888517,35.899173428
채종구한의원,한의원,0,053-354-4143,대구광역시 북구 침산로 176 (침산동),128.590067826,35.891693714
장수한의원,한의원,0,053-353-4524,대구광역시 북구 침산남로7길 2 (노원동1가),128.579868900,35.889013251
덕인한의원,한의원,0,053-351-8700,대구광역시 북구 팔달로 149 (노원동3가),128.566430698,35.889367973
우림한의원,한의원,0,053-957-5338,대구광역시 북구 동북로 246 (복현동),128.617755319,35.895045612
최한의원,한의원,0,053-958-3131,대구광역시 북구 신암로 107 (대현동),128.611048154,35.880509650
삼보한의원,한의원,0,053-942-5248,대구광역시 북구 대동로1길 24-2 (산격동),128.609665987,35.898958132
연수당한의원,한의원,0,053-959-6600,대구광역시 북구 복현로 8 (복현동),128.622994033,35.893081673
가람한의원,한의원,0,053-941-0144,대구광역시 북구 대학로 5 (산격동),128.602288797,35.888579328
갑자한의원,한의원,0,053-942-3191,대구광역시 북구 동북로 236 (복현동),128.617059737,35.895642878
강북한의원,한의원,0,053-321-7575,"대구광역시 북구 칠곡중앙대로 406, 2층 (태전동)",128.548625882,35.931932538
박태우한의원,한의원,0,053-322-3515,대구광역시 북구 칠곡중앙대로 339 (태전동),128.547044824,35.926018671
유길한의원,한의원,0,053-383-7531,"대구광역시 북구 검단로 28, 106동 201호 (복현동, 건영아파트상가 )",128.615682873,35.899980534
권현우한의원,한의원,0,053-957-6568,"대구광역시 북구 산격로 91, 1층 (산격동)",128.606663918,35.898320675
산격한의원,한의원,0,053-958-7403,대구광역시 북구 산격로 74-1 (산격동),128.605643475,35.897128678
세종한의원,한의원,0,053-322-1154,"대구광역시 북구 칠곡중앙대로 392, 2층 (태전동)",128.548415769,35.930761605
태전한의원,한의원,0,053-321-0080,대구광역시 북구 학정로 436 (구암동),128.564160982,35.943473526
인동한의원,한의원,0,053-323-9720,"대구광역시 북구 동천로 125-16, 3층 (동천동, 우리빌딩 )",128.559106000,35.943299091
이부영한의원,한의원,0,053-954-0075,대구광역시 북구 산격로 35 (산격동),128.605095384,35.893866637
동서한의원,한의원,0,053-355-1900,대구광역시 북구 침산남로19길 2 (침산동),128.586916994,35.889399206
평강한의원,한의원,0,053-321-2120,대구광역시 북구 구암로 135 (동천동),128.555709724,35.932099221
구민한의원,한의원,0,053-956-3724,대구광역시 북구 동북로 265 (복현동),128.619730039,35.894256171
영진한의원,한의원,0,053-382-8275,대구광역시 북구 동북로 163 (산격동),128.611888517,35.899173428
한마음한의원,한의원,0,053-321-7755,"대구광역시 북구 동암로12길 15, 2층 (동천동)",128.556940979,35.943617249
보은한의원,한의원,0,053-953-7582,대구광역시 북구 대현로 102 (대현동),128.610019570,35.882088003
검단한의원,한의원,0,053-383-1800,"대구광역시 북구 검단로 117, 203호,204호 (검단동, 유성아파트 상가)",128.620158226,35.907484939
칠곡제일한의원,한의원,0,053-325-7970,대구광역시 북구 칠곡중앙대로 493 (관음동),128.549552720,35.939706233
공덕한의원,한의원,0,053-424-1275,대구광역시 북구 중앙대로 509 (칠성동2가),128.595025140,35.878748499
팔공산한의원,한의원,0,053-954-3399,대구광역시 북구 연암로 188 (산격동),128.596521194,35.901179326
예당한의원,한의원,0,053-326-1575,대구광역시 북구 칠곡중앙대로 542 (읍내동),128.551156012,35.943826909
동제한의원,한의원,0,053-954-9048,대구광역시 북구 산격로 114 (산격동),128.608693214,35.899531036
문한의원,한의원,0,053-325-7595,"대구광역시 북구 태암로18길 2, [북구 태암로18길 6-4, 1층 (구암동) 포함] 1층 (구암동)",128.556656493,35.926681850
복음한의원,한의원,0,053-326-6767,"대구광역시 북구 구암로 17, 115호 (관음동, 한양수정아파트상가)",128.543515691,35.934112103
대원한의원,한의원,0,053-202-3370,대구광역시 북구 동북로 170-1 (산격동),128.611148126,35.898933983
도남한의원,한의원,0,053-322-9393,대구광역시 북구 구리로 192 (국우동),128.575915565,35.948281924
매천한의원,한의원,0,053-311-3007,"대구광역시 북구 매전로4길 32, 상가404동 지하1층 401~403호 (매천동, 한신더휴웨스턴팰리스)",128.541898121,35.906227970
소문생생한의원,한의원,0,053-351-1075,"대구광역시 북구 침산남로 175, 1층 (침산동)",128.594854857,35.887696041
제인한의원,한의원,0,053-954-7676,대구광역시 북구 동변로 79 (동변동),128.603400199,35.920349702
칠성한의원,한의원,0,053-424-4602,대구광역시 북구 칠성시장로 28 (칠성동1가),128.604125408,35.876802197
덕원한의원,한의원,0,053-311-7582,대구광역시 북구 태전로 46 (태전동),128.544348062,35.924535795
김영수한의원,한의원,0,053-355-1075,대구광역시 북구 팔달로33길 40 (노원동3가),128.567163366,35.890244784
효제한의원,한의원,0,053-326-2664,대구광역시 북구 학정로 416 (구암동),128.563818211,35.941815505
아침한의원,한의원,0,053-326-7510,대구광역시 북구 대천로18길 2 (동천동),128.558199842,35.936787649
이찬영한의원,한의원,0,053-426-1275,대구광역시 북구 중앙대로 542 (칠성동2가),128.596653946,35.881362175
새소망한의원,한의원,0,053-953-8275,대구광역시 북구 동변로 79-1 (동변동),128.603394709,35.920462973
이재우한의원,한의원,0,053-326-0753,대구광역시 북구 대천로 94 (동천동),128.559369404,35.936635014
칠곡정한의원,한의원,0,053-326-7585,대구광역시 북구 구암로 87 (읍내동),128.550280968,35.932596337
중국웅재한의원,한의원,0,053-358-0825,대구광역시 북구 성북로 7 (침산동),128.584480130,35.890419826
윤태경한의원,한의원,0,053-326-8575,대구광역시 북구 칠곡중앙대로 455 (관음동),128.548695047,35.936353842
능성한의원,한의원,0,053-952-7667,대구광역시 북구 호국로43길 8-12 (서변동),128.598667199,35.921688743
권한의원,한의원,0,053-326-5075,"대구광역시 북구 구암로 147, 3층 (동천동)",128.556880085,35.932000050
기천한의원,한의원,0,053-959-1075,대구광역시 북구 공항로 8 (복현동),128.616096803,35.897606994
무태한의원,한의원,0,053-956-0075,대구광역시 북구 호국로 219 (서변동),128.598823279,35.921380744
권형수한의원,한의원,0,053-383-7582,대구광역시 북구 복현로 133 (복현동),128.618086887,35.901395444
혜인한의원,한의원,0,053-326-1075,대구광역시 북구 학정로 421 (동천동),128.563085755,35.942364340
대성한의원,한의원,0,053-951-8200,대구광역시 북구 동북로 166 (산격동),128.610672224,35.899178746
해산한의원,한의원,0,053-356-3060,대구광역시 북구 팔달로 185 (노원동2가),128.570425640,35.888771213
송한방한의원,한의원,0,053-312-7588,대구광역시 북구 칠곡중앙대로 200 (태전동),128.549034774,35.913839198
청송한의원,한의원,0,053-351-3388,대구광역시 북구 팔달로 215-2 (노원동2가),128.573729620,35.888199808
늘푸른한의원,한의원,0,053-943-1075,대구광역시 북구 연암로 128 (산격동),128.595140101,35.895951132
칠곡길한의원,한의원,0,053-313-3315,대구광역시 북구 학정로 426 (구암동),128.563988487,35.942692496
조일한의원,한의원,0,053-427-0434,"대구광역시 북구 칠성시장로 10, 701호 (칠성동1가)",128.605125092,35.875224935
복현한의원,한의원,0,053-381-8875,대구광역시 북구 복현로 105 (복현동),128.619690116,35.899882858
수경희한의원,한의원,0,053-355-3530,"대구광역시 북구 침산남로 140, 엠비프라자 302호 (침산동)",128.590942509,35.888099390
아름다운한의원,한의원,0,053-312-7582,"대구광역시 북구 학정로 432, 3층 일부층 (구암동)",128.564073022,35.943241764
동방한의원,한의원,0,053-314-1475,대구광역시 북구 대천로 74 (동천동),128.557300834,35.936960084
경원한의원,한의원,0,053-314-7579,"대구광역시 북구 팔거천동로 80, 2층 (구암동)",128.555061256,35.931447360
명인한의원,한의원,0,053-313-0232,대구광역시 북구 칠곡중앙대로 217 (태전동),128.548110523,35.915518163
가원한의원,한의원,0,053-311-1075,대구광역시 북구 칠곡중앙대로 457 (관음동),128.548741979,35.936591912
건강장수한의원,한의원,0,053-766-7575,"대구광역시 북구 팔달로 159, 2층 (노원동3가)",128.567534764,35.889248676
리인한의원,한의원,0,053-355-7171,대구광역시 북구 침산남로 154 (침산동),128.592273557,35.887861951
굿모닝한의원,한의원,0,053-358-1080,대구광역시 북구 침산로 138 (침산동),128.591817221,35.888866220
예담한의원,한의원,0,053-951-5546,대구광역시 북구 동북로 168 (산격동),128.610847742,35.899047763
단비한의원,한의원,0,053-325-8899,대구광역시 북구 구암로 99-1 (읍내동),128.551702330,35.932487840
세민한의원,한의원,0,053-313-7588,대구광역시 북구 관음중앙로 47-1 (관음동),128.544117522,35.937994565
미소한의원,한의원,0,053-292-7788,대구광역시 북구 학남로 18 (학정동),128.566679875,35.948345970
소망한의원,한의원,0,053-314-9972,대구광역시 북구 칠곡중앙대로 324 (태전동),128.547654216,35.924513417
중용당한의원,한의원,0,053-784-1075,대구광역시 북구 구암로 150 (구암동),128.557116969,35.931483632
화담한의원,한의원,0,053-314-1075,대구광역시 북구 칠곡중앙대로46길 29-1 (태전동),128.550080883,35.918883119
우리한의원,한의원,0,053-312-6175,"대구광역시 북구 구암로 148, 2층 (구암동, 고려빌딩)",128.556821994,35.931507520
병인한의원,한의원,0,053-314-7515,대구광역시 북구 학정로 38 (태전동),128.546853008,35.913225836
칠곡누가한의원,한의원,0,053-322-0750,대구광역시 북구 칠곡중앙대로 533 (읍내동),128.550457757,35.943348260
명심한의원,한의원,0,053-314-7875,"대구광역시 북구 칠곡중앙대로 404, 5층 (태전동)",128.548607534,35.931795769
산격용한의원,한의원,0,053-944-8884,대구광역시 북구 연암로 114-2 (산격동),128.594734017,35.894846720
호수한의원,한의원,0,053-321-7585,대구광역시 북구 학정로 431 (동천동),128.563243440,35.943301993
서변중앙한의원,한의원,0,053-955-7588,대구광역시 북구 서변로 61 (서변동),128.596395834,35.921312251
큰사랑한의원,한의원,0,053-381-3253,"대구광역시 북구 복현로 71, 상가 112동 206, 207호 (복현동, 복현블루밍브라운스톤 명문세가아파트)",128.622192082,35.898811820
새누리한의원,한의원,0,053-314-1079,"대구광역시 북구 학남로3길 42, 4층 (학정동)",128.567890804,35.952374698
이맥한의원,한의원,0,053-421-6777,"대구광역시 북구 칠성시장로 26, 2층 (칠성동1가)",128.604315624,35.876564248
고려한의원,한의원,0,053-951-8080,대구광역시 북구 산격로 29 (산격동),128.605050941,35.893228634
배한의원,한의원,0,053-257-2088,"대구광역시 북구 신암로 27, 3층 301호 (칠성동1가, 굿모닝메디타워)",128.605378342,35.875316070
선진한의원,한의원,0,053-751-0751,"대구광역시 북구 신암로 75, 2층 (대현동)",128.608659878,35.878550088
튼튼한한의원,한의원,0,053-325-3375,"대구광역시 북구 동천로23길 2, 2층 (동천동)",128.560342850,35.942147845
이호동한의원,한의원,0,053-322-8075,"대구광역시 북구 한강로4길 11, 2층 201호 (사수동)",128.514538290,35.895847193
예석진한의원,한의원,0,053-633-1275,"대구광역시 북구 칠곡중앙대로 475, 2층 (관음동)",128.549082325,35.938209142
신화한의원,한의원,0,053-324-4499,"대구광역시 북구 팔거천동로 210, 2층 (동천동)",128.558445216,35.942694784
소들한의원,한의원,0,053-943-6005,"대구광역시 북구 대현로 83, 3층 (대현동)",128.608407891,35.883027062
마디에스(S)한의원,한의원,0,053-353-1075,"대구광역시 북구 침산로 128, 3층 (침산동)",128.591847030,35.887680319
청담한의원,한의원,14,053-327-1415,"대구광역시 북구 팔거천동로 218, 2층,3층 (동천동)",128.558597059,35.943363821
세창한의원,한의원,0,053-256-0168,"대구광역시 북구 대현남로 42, 3층 (대현동)",128.607715182,35.881746363
최강한의원,한의원,0,053-431-1075,"대구광역시 북구 칠성남로 226-2, 2층 (칠성동1가)",128.604926989,35.875969788
칠곡함소아한의원,한의원,0,053-311-1675,"대구광역시 북구 학정로 422, 3층 (구암동, 태을빌딩)",128.563879799,35.942172537
팔달한의원,한의원,0,053-355-5550,"대구광역시 북구 팔달로33길 16-18, 2~3층 (노원동3가)",128.568836103,35.889229298
